Customer Details,,,,,,,,,,,,
,,,,,,,,,,,,
CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
21214,MR.,COREY,SHE,3-22-2005,S,M,corey0@adventure-works.com,"$70,000",0,Bachelors,Professional,Y
21215,MS.,TIFFANY,YANG,8-17-2005,S,F,tiffany5@adventure-works.com,"$70,000",0,Bachelors,Professional,Y
21216,MR.,LARRY,BLANCO,5-14-2005,S,M,larry18@adventure-works.com,"$80,000",4,Bachelors,Professional,N
21217,MRS.,CASEY,XIE,10-12-2000,S,F,casey3@adventure-works.com,"$90,000",1,Bachelors,Professional,Y
21218,MR.,WYATT,RODRIGUEZ,06-02-2004,S,M,wyatt21@adventure-works.com,"$70,000",0,Bachelors,Professional,N
21219,MS.,CANDICE,ZHU,1-28-2004,S,F,candice20@adventure-works.com,"$70,000",0,Bachelors,Professional,N
21220,MRS.,MEGHAN,MOYER,6-22-2003,M,F,meghan9@adventure-works.com,"$70,000",5,Partial College,Skilled Manual,Y
21221,MR.,MARTIN,SAI,07-12-2002,M,M,martin11@adventure-works.com,"$60,000",1,Partial College,Skilled Manual,Y
21222,MR.,KELVIN,XU,10-06-2002,M,M,kelvin2@adventure-works.com,"$60,000",1,Partial College,Skilled Manual,Y
21223,MRS.,EVELYN,SURI,9-14-2002,S,F,evelyn0@adventure-works.com,"$70,000",5,Partial College,Skilled Manual,Y
21224,MR.,JAMIE,ALAN,2-28-1999,M,M,jamie28@adventure-works.com,"$90,000",2,Bachelors,Professional,Y
21225,MRS.,MICHELE,JAI,10-06-1999,S,F,michele11@adventure-works.com,"$90,000",2,Bachelors,Professional,Y
21226,MR.,DALE,NARA,4-16-1997,S,M,dale14@adventure-works.com,"$80,000",1,Partial College,Skilled Manual,N
21227,MRS.,MELANIE,MORGAN,10-01-1994,M,F,melanie39@adventure-works.com,"$30,000",2,Partial College,Clerical,N
21228,MRS.,CASSIDY,HENDERSON,6-18-1994,M,F,cassidy5@adventure-works.com,"$40,000",2,Bachelors,Mgmnt,Y
21229,MRS.,LATOYA,JAI,10-15-1994,S,F,latoya10@adventure-works.com,"$40,000",2,Bachelors,Mgmnt,Y
21230,MRS.,CARLA,RODRIGUEZ,07-01-1994,M,F,carla22@adventure-works.com,"$40,000",2,Bachelors,Mgmnt,Y
21231,MRS.,CHRISTINE,GOEL,12-31-1993,M,F,christine14@adventure-works.com,"$40,000",2,Bachelors,Mgmnt,Y
21232,MR.,LEVI,GARCIA,5-31-1990,M,M,levi14@adventure-works.com,"$10,000",2,High School,Skilled Manual,Y
21233,MR.,CHRISTOPHER,SMITH,03-05-2017,M,M,christopher24@adventure-works.com,"$30,000",0,High School,Skilled Manual,N
21234,MS.,BRIANNA,RIVERA,01-01-2017,S,F,brianna34@adventure-works.com,"$30,000",0,High School,Skilled Manual,Y
21235,MS.,STEPHANIE,HERNANDEZ,10-26-2016,S,F,stephanie63@adventure-works.com,"$40,000",0,High School,Skilled Manual,N
21236,MR.,ADRIAN,PETERSON,04-05-2016,S,M,adrian7@adventure-works.com,"$40,000",0,High School,Skilled Manual,Y
21237,MR.,LUKE,WASHINGTON,1-30-2021,M,M,luke2@adventure-works.com,"$30,000",0,High School,Skilled Manual,Y
21238,MR.,CARL,TANG,9-15-2021,S,M,carl4@adventure-works.com,"$30,000",0,High School,Skilled Manual,N
21239,MRS.,CHRISTY,LIANG,10-24-1978,M,F,christy15@adventure-works.com,"$30,000",2,Partial College,Clerical,N
21240,MR.,AARON,JENKINS,8-22-2020,S,M,aaron6@adventure-works.com,"$30,000",0,Partial High School,Clerical,N
21241,MR.,CARSON,GRIFFIN,02-01-2020,S,M,carson20@adventure-works.com,"$30,000",0,Partial High School,Clerical,N
21242,MS.,MORGAN,PATTERSON,06-06-2019,S,F,morgan80@adventure-works.com,"$30,000",0,Partial High School,Clerical,Y
21243,MR.,JUAN,BAILEY,9-26-2019,M,M,juan26@adventure-works.com,"$40,000",0,High School,Skilled Manual,N
21244,MS.,ALLISON,TORRES,02-06-2019,M,F,allison12@adventure-works.com,"$40,000",0,High School,Skilled Manual,Y
21245,MS.,SAMANTHA,RODRIGUEZ,6-14-2019,M,F,samantha21@adventure-works.com,"$40,000",0,High School,Skilled Manual,N
21246,MR.,SAMUEL,NELSON,08-12-2019,S,M,samuel39@adventure-works.com,"$40,000",0,High School,Skilled Manual,N
21247,MR.,ALEX,SANDERS,12-01-2019,M,M,alex6@adventure-works.com,"$40,000",0,High School,Skilled Manual,Y
21248,MR.,RAMON,LI,05-04-1979,M,M,ramon2@adventure-works.com,"$40,000",2,Bachelors,Mgmnt,Y
21249,MR.,ALVIN,XU,03-08-2018,S,M,alvin27@adventure-works.com,"$40,000",0,High School,Skilled Manual,N
21250,MR.,FERNANDO,COLEMAN,10-14-2018,M,M,fernando49@adventure-works.com,"$40,000",0,High School,Skilled Manual,Y
21251,MS.,ERIKA,DOMINGUEZ,9-30-2020,S,F,erika10@adventure-works.com,"$30,000",0,Partial High School,Clerical,N
21252,MR.,LUIS,CHEN,02-06-2020,S,M,luis25@adventure-works.com,"$30,000",0,Partial High School,Clerical,Y
21253,MS.,VICTORIA,WILLIAMS,11-23-2020,S,F,victoria3@adventure-works.com,"$40,000",0,High School,Skilled Manual,N
21255,MRS.,MARTHA,LU,8-22-1980,M,F,martha11@adventure-works.com,"$60,000",2,Graduate Degree,Mgmnt,Y
21256,MRS.,MEGHAN,TORRES,10-02-1982,M,F,meghan11@adventure-works.com,"$40,000",2,Bachelors,Mgmnt,Y
21257,MRS.,EVELYN,SUBRAM,04-05-1982,M,F,evelyn14@adventure-works.com,"$40,000",2,Bachelors,Mgmnt,Y
21258,MR.,ALFREDO,SERRANO,11-11-1984,S,M,alfredo17@adventure-works.com,"$40,000",2,Bachelors,Mgmnt,Y
21259,MR.,CURTIS,CAI,7-14-1984,S,M,curtis18@adventure-works.com,"$60,000",2,Graduate Degree,Mgmnt,Y
21260,MS.,ARIANA,HOWARD,06-05-2017,S,F,ariana10@adventure-works.com,"$40,000",0,High School,Skilled Manual,Y
21261,MS.,JESSICA,KELLY,5-24-2017,S,F,jessica23@adventure-works.com,"$40,000",0,Partial College,Skilled Manual,Y
21262,MS.,SARA,EDWARDS,5-22-2017,S,F,sara26@adventure-works.com,"$40,000",0,Partial College,Skilled Manual,N
21263,MS.,GAIL,RUSSELL,1-29-2016,S,F,gail6@adventure-works.com,"$40,000",0,Partial College,Skilled Manual,N
21264,MR.,CALEB,BUTLER,06-03-2014,S,M,caleb11@adventure-works.com,"$60,000",0,Partial College,Skilled Manual,Y
21265,MR.,RICHARD,STONE,03-03-2013,S,M,richard102@adventure-works.com,"$70,000",0,Partial College,Skilled Manual,N
21266,MS.,TAYLOR,WASHINGTON,08-11-2013,S,F,taylor38@adventure-works.com,"$80,000",0,Bachelors,Mgmnt,Y
21267,MR.,CHARLES,PARKER,2-23-2009,M,M,charles43@adventure-works.com,"$80,000",0,Bachelors,Mgmnt,Y
21268,MS.,ELIZABETH,LEWIS,06-04-2009,M,F,elizabeth25@adventure-works.com,"$80,000",0,Bachelors,Mgmnt,Y
21269,MR.,BLAKE,CLARK,05-07-2009,S,M,blake19@adventure-works.com,"$90,000",4,Bachelors,Mgmnt,Y
21270,MR.,DANIEL,JACKSON,10-29-2008,S,M,daniel16@adventure-works.com,"$110,000",0,Graduate Degree,Mgmnt,Y
21271,MR.,THOMAS,WANG,8-16-2008,M,M,thomas27@adventure-works.com,"$120,000",0,Bachelors,Mgmnt,Y
21273,MRS.,JENNIFER,THOMAS,3-16-2009,M,F,jennifer39@adventure-works.com,"$100,000",2,Bachelors,Mgmnt,Y
21274,MR.,SETH,SCOTT,8-30-2020,S,M,seth31@adventure-works.com,"$60,000",0,Partial College,Skilled Manual,Y
21275,MS.,ABIGAIL,COX,11-15-2020,M,F,abigail15@adventure-works.com,"$60,000",0,Partial College,Skilled Manual,Y
21276,MR.,IAN,COLEMAN,07-02-2019,M,M,ian46@adventure-works.com,"$40,000",0,High School,Skilled Manual,Y
21277,MR.,LUCAS,THOMPSON,05-05-2019,S,M,lucas29@adventure-works.com,"$40,000",0,Partial High School,Clerical,N
21278,MS.,JULIA,KING,04-10-2019,S,F,julia16@adventure-works.com,"$40,000",0,Partial High School,Clerical,N
21279,MRS.,LINDA,ROUSEY,3-27-1988,M,F,linda10@adventure-works.com,"$10,000",2,Partial High School,Clerical,Y
21280,MR.,JUSTIN,WALKER,12-13-2019,S,M,justin51@adventure-works.com,"$40,000",0,Partial College,Skilled Manual,N
21281,MS.,ANDREA,HILL,2-17-2019,S,F,andrea35@adventure-works.com,"$60,000",0,Partial College,Skilled Manual,N
21282,MS.,JULIA,SMITH,2-28-2019,M,F,julia22@adventure-works.com,"$60,000",0,Partial College,Skilled Manual,Y
21283,MR.,ORLANDO,JIMÉNEZ,03-11-1986,M,M,orlando6@adventure-works.com,"$20,000",4,High School,Skilled Manual,Y
21284,MR.,CODY,STEWART,4-29-2011,M,M,cody22@adventure-works.com,"$50,000",1,Graduate Degree,Skilled Manual,Y
21285,MS.,MACKENZIE,RIVERA,10-04-2004,M,F,mackenzie15@adventure-works.com,"$90,000",0,Partial College,Professional,N
21286,MR.,LUKE,ROY,8-23-2004,S,M,luke0@adventure-works.com,"$100,000",0,Partial College,Professional,Y
21287,MRS.,KENDRA,JIMENEZ,11-05-2004,M,F,kendra5@adventure-works.com,"$110,000",4,Bachelors,Mgmnt,Y
21288,MR.,HUNTER,HALL,06-02-2004,S,M,hunter58@adventure-works.com,"$130,000",3,Bachelors,Mgmnt,N
21289,MR.,WARREN,WANG,08-09-2003,S,M,warren18@adventure-works.com,"$90,000",4,Partial College,Professional,Y
21290,MR.,ANGEL,TORRES,06-09-2003,S,M,angel3@adventure-works.com,"$100,000",1,Partial College,Professional,N
21291,MRS.,RACHEL,MORRIS,12-08-2003,M,F,rachel29@adventure-works.com,"$100,000",1,Partial College,Professional,Y
21292,MR.,AUSTIN,MARTINEZ,4-29-2003,M,M,austin33@adventure-works.com,"$100,000",1,Partial College,Professional,Y
21293,MRS.,ASHLEY,GARCIA,6-26-2003,S,F,ashley17@adventure-works.com,"$120,000",1,Partial College,Professional,Y
21294,MR.,DAVID,FOSTER,5-22-2003,M,M,david49@adventure-works.com,"$130,000",1,Bachelors,Mgmnt,Y
21295,MR.,BENJAMIN,THOMAS,12-11-2002,M,M,benjamin45@adventure-works.com,"$70,000",5,Partial College,Professional,Y
21296,MR.,LUIS,HALL,11-14-2002,M,M,luis53@adventure-works.com,"$80,000",5,Partial College,Professional,N
21298,MR.,NOAH,COLLINS,3-15-2002,M,M,noah29@adventure-works.com,"$90,000",4,High School,Professional,Y
21299,MRS.,HANNAH,GONZALES,07-07-2002,M,F,hannah38@adventure-works.com,"$90,000",4,High School,Professional,Y
21300,MRS.,KAYLEE,MORGAN,7-27-2002,M,F,kaylee19@adventure-works.com,"$130,000",1,Bachelors,Mgmnt,Y
21301,MRS.,SIERRA,GONZALEZ,8-29-1996,S,F,sierra8@adventure-works.com,"$80,000",2,Partial High School,Skilled Manual,N
21302,MR.,LOGAN,FOSTER,1-29-1996,M,M,logan17@adventure-works.com,"$80,000",2,Partial High School,Skilled Manual,Y
21303,MRS.,SYDNEY,JENKINS,08-03-1996,M,F,sydney29@adventure-works.com,"$60,000",2,High School,Professional,N
21304,MRS.,JADA,COOPER,2-22-1996,M,F,jada9@adventure-works.com,"$60,000",2,High School,Professional,N
21305,MR.,HUNTER,GARCIA,4-14-1996,M,M,hunter48@adventure-works.com,"$60,000",2,High School,Professional,N
21306,MR.,JACKSON,PERRY,2-23-1996,S,M,jackson10@adventure-works.com,"$60,000",2,High School,Professional,Y
21307,MRS.,OLIVIA,JONES,04-04-1996,M,F,olivia3@adventure-works.com,"$70,000",4,High School,Professional,Y
21308,MRS.,KAYLA,GARCIA,06-06-1996,M,F,kayla17@adventure-works.com,"$70,000",4,High School,Professional,Y
21309,MRS.,JULIA,ANDERSON,1-15-1996,M,F,julia32@adventure-works.com,"$80,000",3,Partial College,Professional,Y
21310,MRS.,MARIAH,HAYES,9-23-1996,M,F,mariah27@adventure-works.com,"$90,000",2,High School,Professional,Y
21312,MR.,CONNOR,SCOTT,2-28-1976,M,M,connor42@adventure-works.com,"$50,000",2,Graduate Degree,Mgmnt,Y
21313,MRS.,BETH,DIAZ,8-23-1976,M,F,beth5@adventure-works.com,"$70,000",4,Graduate Degree,Mgmnt,N
21314,MR.,DEVIN,PATTERSON,5-27-1977,M,M,devin49@adventure-works.com,"$60,000",2,Graduate Degree,Mgmnt,N
21315,MRS.,AUDREY,SANZ,08-09-1977,M,F,audrey22@adventure-works.com,"$70,000",4,Graduate Degree,Mgmnt,N
21316,MR.,JOHN,THOMPSON,03-09-1977,M,M,john53@adventure-works.com,"$130,000",2,Graduate Degree,Mgmnt,N
21317,MRS.,LAUREN,RIVERA,12-03-1977,M,F,lauren8@adventure-works.com,"$130,000",2,Graduate Degree,Mgmnt,Y
21318,MR.,DEVIN,RICHARDSON,3-25-2001,S,M,devin77@adventure-works.com,"$80,000",5,Partial College,Professional,N
21319,MR.,ZACHARY,LEE,8-28-2001,M,M,zachary29@adventure-works.com,"$90,000",4,High School,Professional,Y
21320,MRS.,HANNAH,COLEMAN,04-11-2001,M,F,hannah29@adventure-works.com,"$90,000",4,High School,Professional,Y
21321,MR.,JON,JAI,9-14-2001,S,M,jon7@adventure-works.com,"$90,000",4,High School,Professional,N
21322,MR.,CARLOS,RAMIREZ,3-14-2001,M,M,carlos8@adventure-works.com,"$90,000",4,High School,Professional,Y
21323,MR.,ROBERT,JACKSON,11-30-2001,M,M,robert70@adventure-works.com,"$100,000",3,Partial College,Professional,Y
21324,MRS.,CHLOE,BAKER,1-29-2001,M,F,chloe14@adventure-works.com,"$110,000",5,Partial College,Professional,N
21325,MRS.,ANGELA,HAYES,6-30-2001,M,F,angela25@adventure-works.com,"$120,000",1,High School,Professional,Y
21326,MRS.,ANDREA,GREEN,02-03-2001,M,F,andrea36@adventure-works.com,"$160,000",1,Partial College,Professional,N
21327,MR.,CONNOR,WASHINGTON,5-14-2001,S,M,connor8@adventure-works.com,"$170,000",1,Bachelors,Mgmnt,N
21328,MR.,XAVIER,NELSON,1-30-1995,S,M,xavier32@adventure-works.com,"$70,000",2,Partial High School,Skilled Manual,N
21329,MR.,WYATT,BROWN,12-23-1994,M,M,wyatt4@adventure-works.com,"$60,000",2,Partial High School,Skilled Manual,Y
21330,MRS.,ISABELLA,CLARK,9-24-1995,S,F,isabella75@adventure-works.com,"$60,000",2,Partial High School,Skilled Manual,Y
21331,MR.,TIMOTHY,JAMES,2-28-1995,S,M,timothy9@adventure-works.com,"$60,000",2,Partial High School,Skilled Manual,Y
21332,MRS.,BAILEY,CARTER,10-16-1995,M,F,bailey30@adventure-works.com,"$60,000",2,Partial High School,Skilled Manual,N
21333,MRS.,MACKENZIE,ALLEN,08-02-1994,M,F,mackenzie44@adventure-works.com,"$70,000",3,Graduate Degree,Mgmnt,Y
21334,MR.,MASON,NELSON,9-23-1994,S,M,mason30@adventure-works.com,"$70,000",3,Graduate Degree,Mgmnt,Y
21335,MRS.,ANA,COLEMAN,8-25-1994,M,F,ana6@adventure-works.com,"$70,000",3,Graduate Degree,Mgmnt,Y
21336,MR.,ANGEL,PEREZ,09-05-1994,M,M,angel25@adventure-works.com,"$60,000",3,Graduate Degree,Mgmnt,Y
21337,MRS.,JENNIFER,SMITH,11-11-1993,S,F,jennifer28@adventure-works.com,"$40,000",3,Partial College,Professional,Y
21338,MRS.,VICTORIA,PRICE,11-11-1993,M,F,victoria48@adventure-works.com,"$40,000",3,Partial College,Professional,N
21339,MRS.,HALEY,BARNES,3-18-1978,S,F,haley22@adventure-works.com,"$60,000",3,Graduate Degree,Mgmnt,N
21340,MR.,ADAM,WANG,4-23-1978,M,M,adam21@adventure-works.com,"$60,000",3,Graduate Degree,Mgmnt,Y
21341,MR.,LOUIS,LIU,09-06-1979,M,M,louis42@adventure-works.com,"$60,000",3,Graduate Degree,Mgmnt,Y
21342,MRS.,TONYA,XIE,11-12-1979,M,F,tonya3@adventure-works.com,"$70,000",5,Graduate Degree,Mgmnt,N
21343,MR.,COLIN,ZENG,1-31-1979,M,M,colin22@adventure-works.com,"$70,000",5,Graduate Degree,Mgmnt,Y
21344,MR.,TREVOR,PERRY,2-14-1979,M,M,trevor7@adventure-works.com,"$70,000",5,Graduate Degree,Mgmnt,N
21345,MRS.,KRISTINA,MARTINEZ,07-01-1979,M,F,kristina18@adventure-works.com,"$80,000",4,Graduate Degree,Mgmnt,Y
21346,MR.,CHRISTIAN,RODRIGUEZ,8-22-1980,M,M,christian39@adventure-works.com,"$60,000",3,Graduate Degree,Mgmnt,Y
21347,MRS.,ALISHA,RAJI,04-01-1980,S,F,alisha46@adventure-works.com,"$60,000",3,Graduate Degree,Mgmnt,Y
21348,MRS.,ALEXIS,PATTERSON,10-05-1980,M,F,alexis33@adventure-works.com,"$70,000",5,Graduate Degree,Mgmnt,Y
21349,MR.,BRYAN,KELLY,09-11-1980,M,M,bryan5@adventure-works.com,"$70,000",5,Graduate Degree,Mgmnt,N
21350,MRS.,MINDY,SHARMA,4-22-1981,M,F,mindy14@adventure-works.com,"$70,000",5,Graduate Degree,Mgmnt,Y
21351,MR.,JAMES,COLEMAN,7-17-1981,M,M,james21@adventure-works.com,"$70,000",5,Graduate Degree,Mgmnt,Y
21352,MRS.,MORGAN,LONG,03-03-1982,M,F,morgan79@adventure-works.com,"$50,000",4,Bachelors,Mgmnt,Y
21353,MRS.,KAREN,WU,12-26-1981,S,F,karen16@adventure-works.com,"$50,000",4,Bachelors,Mgmnt,Y
21354,MRS.,MORGAN,BAILEY,10-06-1982,S,F,morgan54@adventure-works.com,"$60,000",3,Graduate Degree,Mgmnt,Y
21355,MRS.,MYA,DIAZ,08-09-1982,M,F,mya0@adventure-works.com,"$60,000",3,Graduate Degree,Mgmnt,Y
21356,MRS.,GABRIELLA,EVANS,11-27-1982,S,F,gabriella21@adventure-works.com,"$60,000",3,Graduate Degree,Mgmnt,Y
21357,MRS.,JADA,NELSON,4-24-1982,S,F,jada21@adventure-works.com,"$60,000",3,Graduate Degree,Mgmnt,Y
21358,MR.,CODY,REED,4-22-1982,M,M,cody20@adventure-works.com,"$70,000",5,Graduate Degree,Mgmnt,Y
21359,MR.,JOHNNY,LUO,5-17-1987,M,M,johnny6@adventure-works.com,"$30,000",2,Partial College,Clerical,N
21360,MR.,ORLANDO,GILL,11-02-1988,M,M,orlando13@adventure-works.com,"$20,000",4,High School,Skilled Manual,Y
21361,MR.,RICKY,ROMERO,03-05-1988,M,M,ricky9@adventure-works.com,"$30,000",2,Partial College,Clerical,N
21362,MR.,ANGEL,EVANS,09-09-1988,M,M,angel22@adventure-works.com,"$30,000",2,Partial College,Clerical,N
21363,MRS.,TAMMY,ARTHUR,1-29-1989,M,F,tammy7@adventure-works.com,"$10,000",2,Partial High School,Clerical,Y
21364,MR.,CHARLES,GRAY,3-30-2018,S,M,charles54@adventure-works.com,"$40,000",0,Partial High School,Clerical,N
21365,MRS.,GLORIA,RAMOS,5-27-1989,M,F,gloria18@adventure-works.com,"$10,000",2,Partial High School,Clerical,Y
21366,MR.,KELVIN,ANDERSEN,10-16-1989,M,M,kelvin9@adventure-works.com,"$10,000",2,Partial High School,Clerical,Y
21367,MRS.,CINDY,RANA,03-06-1989,M,F,cindy11@adventure-works.com,"$20,000",2,Partial High School,Clerical,Y
21368,MR.,MASON,COLLINS,9-16-2018,M,M,mason23@adventure-works.com,"$60,000",0,Partial College,Skilled Manual,Y
21369,MS.,SARAH,RODRIGUEZ,01-06-2018,M,F,sarah22@adventure-works.com,"$70,000",0,Partial College,Skilled Manual,Y
21370,MR.,EMMANUEL,MARTINEZ,1-25-1990,M,M,emmanuel16@adventure-works.com,"$20,000",2,Partial High School,Clerical,Y
21371,MRS.,ANN,PATEL,04-03-1990,M,F,ann8@adventure-works.com,"$20,000",2,Partial High School,Clerical,Y
21372,MR.,WAYNE,RAJE,03-08-1990,S,M,wayne16@adventure-works.com,"$20,000",2,Partial High School,Clerical,Y
21373,MR.,CLAYTON,LIU,02-12-1990,M,M,clayton4@adventure-works.com,"$20,000",2,Partial High School,Clerical,N
21374,MRS.,STACEY,ZHOU,10-24-1990,M,F,stacey9@adventure-works.com,"$20,000",2,Partial High School,Clerical,Y
21375,MR.,CARL,SHARMA,5-14-1990,S,M,carl9@adventure-works.com,"$20,000",2,Partial High School,Clerical,Y
21376,MRS.,PAULA,RAMOS,03-03-1991,M,F,paula19@adventure-works.com,"$20,000",2,Partial High School,Clerical,Y
21377,MRS.,ALLISON,BAILEY,02-07-1991,S,F,allison15@adventure-works.com,"$20,000",2,Partial High School,Clerical,Y
21378,MRS.,REBEKAH,DIAZ,11-29-1991,M,F,rebekah23@adventure-works.com,"$20,000",2,Partial High School,Clerical,Y
21379,MRS.,COLLEEN,HUANG,3-29-1991,M,F,colleen6@adventure-works.com,"$30,000",3,Partial College,Clerical,N
21380,MRS.,CANDACE,SARA,5-25-1991,M,F,candace10@adventure-works.com,"$30,000",3,Partial College,Clerical,N
21381,MR.,FRANCIS,RUIZ,12-23-1990,M,M,francis21@adventure-works.com,"$30,000",3,Partial College,Clerical,N
21382,MR.,BRAD,CHANDER,5-14-1991,M,M,brad16@adventure-works.com,"$30,000",3,Partial College,Clerical,N
21383,MR.,RICARDO,ANAND,7-31-1992,M,M,ricardo21@adventure-works.com,"$20,000",2,Partial High School,Clerical,Y
21384,MR.,RONNIE,LIN,11-13-1992,M,M,ronnie7@adventure-works.com,"$30,000",3,High School,Skilled Manual,N
21385,MS.,NICOLE,PETERSON,6-13-2021,S,F,nicole40@adventure-works.com,"$30,000",0,Partial College,Skilled Manual,Y
21386,MS.,ABIGAIL,WOOD,8-31-2021,S,F,abigail27@adventure-works.com,"$30,000",0,Partial College,Skilled Manual,Y
21387,MR.,NELSON,DIAZ,11-22-1992,S,M,nelson3@adventure-works.com,"$30,000",3,High School,Skilled Manual,Y
21388,MS.,NICOLE,LEE,6-16-2020,S,F,nicole22@adventure-works.com,"$80,000",0,Bachelors,Mgmnt,N
21389,MRS.,JAMIE,SUN,12-04-1993,M,F,jamie16@adventure-works.com,"$30,000",3,High School,Skilled Manual,N
21390,MR.,GRANT,BECKER,04-06-1994,M,M,grant22@adventure-works.com,"$40,000",3,Partial College,Skilled Manual,N
21391,MRS.,DAWN,XIE,6-24-1995,M,F,dawn27@adventure-works.com,"$40,000",3,Partial High School,Clerical,N
21392,MRS.,KELLI,LIN,02-12-1995,M,F,kelli8@adventure-works.com,"$40,000",3,Partial High School,Clerical,N
21393,MRS.,CANDACE,ARUN,4-18-1995,S,F,candace6@adventure-works.com,"$70,000",2,Partial College,Skilled Manual,N
21394,MRS.,GABRIELLA,PARKER,11-14-1995,S,F,gabriella30@adventure-works.com,"$70,000",2,Partial College,Skilled Manual,Y
21395,MS.,ALEXIA,HUGHES,11-09-2016,M,F,alexia9@adventure-works.com,"$40,000",0,Partial College,Skilled Manual,Y
21396,MS.,MEGAN,MARTINEZ,12-08-2016,S,F,megan20@adventure-works.com,"$40,000",0,Partial College,Skilled Manual,N
21397,MR.,MASON,HOWARD,5-29-2016,M,M,mason11@adventure-works.com,"$40,000",0,High School,Skilled Manual,Y
21398,MR.,ETHAN,DIAZ,3-14-2016,M,M,ethan18@adventure-works.com,"$60,000",0,Partial College,Skilled Manual,Y
21399,MR.,IAN,HUGHES,11-14-2016,M,M,ian52@adventure-works.com,"$60,000",0,Partial College,Skilled Manual,Y
21400,MR.,ADAM,CAMPBELL,11-15-2014,S,M,adam37@adventure-works.com,"$60,000",0,Partial College,Skilled Manual,N
21401,MR.,ERIC,POWELL,04-03-2014,S,M,eric17@adventure-works.com,"$60,000",0,Partial College,Professional,Y
21402,MR.,KEVIN,KING,6-17-1997,M,M,kevin57@adventure-works.com,"$80,000",2,High School,Skilled Manual,N
21403,MR.,LISA,ROY,10-09-1998,S,M,lisa0@adventure-works.com,"$70,000",2,High School,Professional,N
21404,MR.,JULIO,SANZ,06-09-1998,S,M,julio21@adventure-works.com,"$70,000",2,High School,Professional,N
21405,MRS.,BONNIE,SHEN,9-16-1999,M,F,bonnie7@adventure-works.com,"$110,000",5,Bachelors,Mgmnt,Y
21406,MR.,TROY,CHANDRA,04-01-2000,M,M,troy2@adventure-works.com,"$110,000",4,Bachelors,Mgmnt,Y
21407,MR.,WESLEY,LIN,1-24-2000,M,M,wesley8@adventure-works.com,"$110,000",4,Bachelors,Mgmnt,Y
21408,MRS.,AUTUMN,CHEN,5-26-2000,M,F,autumn2@adventure-works.com,"$110,000",4,Bachelors,Mgmnt,Y
21409,MR.,JOHNNY,DENG,6-14-2000,M,M,johnny2@adventure-works.com,"$110,000",1,Bachelors,Mgmnt,Y
21410,MR.,ERIC,ZHANG,7-28-2014,M,M,eric31@adventure-works.com,"$70,000",0,Partial College,Professional,N
21411,MS.,MARIA,KELLY,07-02-2014,S,F,maria21@adventure-works.com,"$70,000",0,Partial College,Professional,N
21412,MR.,JORDAN,ALEXANDER,9-16-2015,M,M,jordan16@adventure-works.com,"$50,000",0,High School,Professional,Y
21413,MR.,DALTON,ROBINSON,12-29-2014,M,M,dalton17@adventure-works.com,"$60,000",0,Partial College,Professional,Y
21414,MR.,AARON,BUTLER,5-28-2015,M,M,aaron13@adventure-works.com,"$60,000",0,Partial College,Professional,Y
21415,MS.,SYDNEY,SANCHEZ,07-12-2015,S,F,sydney1@adventure-works.com,"$60,000",0,Partial College,Professional,Y
21416,MR.,RYAN,BUTLER,04-08-2015,S,M,ryan17@adventure-works.com,"$60,000",0,Partial College,Professional,N
21417,MS.,GABRIELLE,TORRES,6-24-2015,S,F,gabrielle13@adventure-works.com,"$60,000",0,Partial College,Professional,N
21418,MRS.,ALICIA,CHAPMAN,1-13-2000,M,F,alicia13@adventure-works.com,"$120,000",1,Bachelors,Mgmnt,Y
21419,MR.,GILBERT,MA,06-01-2007,M,M,gilbert13@adventure-works.com,"$120,000",2,Bachelors,Mgmnt,Y
21420,MRS.,ISABELLA,CARTER,09-07-1998,S,F,isabella40@adventure-works.com,"$70,000",2,Partial High School,Skilled Manual,N
21421,MRS.,ASHLEY,ROSS,2-13-1998,M,F,ashley30@adventure-works.com,"$60,000",2,High School,Professional,Y
21422,MRS.,KAREN,WOOD,01-02-1998,M,F,karen35@adventure-works.com,"$80,000",2,Bachelors,Mgmnt,Y
21423,MR.,CONNOR,ADAMS,07-09-1998,S,M,connor44@adventure-works.com,"$90,000",2,Partial College,Professional,Y
21424,MRS.,EMILY,ALEXANDER,8-25-1997,M,F,emily44@adventure-works.com,"$60,000",2,High School,Professional,N
21425,MR.,CARLOS,HALL,6-17-1997,M,M,carlos50@adventure-works.com,"$60,000",2,High School,Professional,N
21426,MR.,JON,RAJE,9-26-1997,M,M,jon10@adventure-works.com,"$60,000",2,High School,Professional,N
21427,MRS.,KELLY,FOSTER,7-24-1997,M,F,kelly21@adventure-works.com,"$70,000",3,Partial College,Professional,N
21428,MRS.,JADA,BROOKS,12-04-1997,M,F,jada0@adventure-works.com,"$70,000",3,Partial College,Professional,N
21429,MRS.,ISABELLA,SANDBERG,06-01-1997,M,F,isabella10@adventure-works.com,"$70,000",3,Partial College,Professional,Y
21430,MRS.,SAVANNAH,MORGAN,9-25-1973,M,F,savannah20@adventure-works.com,"$90,000",3,Graduate Degree,Mgmnt,Y
21431,MR.,PRESTON,KAPOOR,04-09-2006,S,M,preston1@adventure-works.com,"$80,000",0,Bachelors,Mgmnt,N
